square_contain_id	geometry
212359.0	POINT (3366833.508754584 8384498.44091014)
156417.0	POINT (3378255.878017796 8393294.691848848)
186323.0	POINT (3374881.907938939 8388527.646146948)
195355.0	POINT (3386311.080047552 8387156.857960155)
72315.0	POINT (3376425.717806717 8406454.85688781)
213027.0	POINT (3369910.824758074 8384368.245208178)
160153.0	POINT (3369648.778676747 8392628.006969478)
219407.0	POINT (3370904.462532895 8383327.650957433)
153176.0	POINT (3372646.612563809 8393789.152732665)
205323.0	POINT (3363972.947417795 8385590.700157203)
345426.0	POINT (3360207.216065115 8363567.082517117)
195327.0	POINT (3383552.583076826 8387165.070438113)
191469.0	POINT (3379951.397549664 8387769.640636276)
80032.0	POINT (3383699.047767259 8405226.153535491)
153728.0	POINT (3364142.414199326 8393715.081694543)
202292.0	POINT (3379299.065333616 8386102.74737874)
306099.0	POINT (3376929.073374627 8369764.937317874)
215675.0	POINT (3379931.997222955 8383946.828822859)
214401.0	POINT (3379895.743125339 8384161.36385876)
105996.0	POINT (3368374.565691356 8401138.292282814)
305507.0	POINT (3381400.999958774 8369845.494212154)
185683.0	POINT (3374663.38046482 8388620.418639895)
328327.0	POINT (3370197.541297972 8366232.845021599)
213736.0	POINT (3377165.068524378 8384233.587879561)
153822.0	POINT (3373562.472679455 8393714.085932538)
351997.0	POINT (3380333.219117285 8362616.969872638)
92684.0	POINT (3374902.037842459 8403245.766362868)
206749.0	POINT (3379146.441881222 8385369.836211286)
188898.0	POINT (3377589.197955031 8388131.961988208)
265415.0	POINT (3385365.026456988 8376171.176914267)
118033.0	POINT (3361856.414321217 8399314.887901127)
92666.0	POINT (3373147.205282146 8403293.882771572)
218723.0	POINT (3366196.761267247 8383420.951875346)
203535.0	POINT (3376258.311103682 8385897.807767969)
64769.0	POINT (3386250.857383019 8407710.542657746)
165286.0	POINT (3373366.705421445 8391882.793311767)
306819.0	POINT (3385246.845689191 8369698.137627484)
356466.0	POINT (3381372.24001173 8361905.764968866)
347328.0	POINT (3359304.354481506 8363235.491187032)
314919.0	POINT (3367156.191386311 8368377.327281375)
312421.0	POINT (3372154.248804872 8368736.74543479)
111663.0	POINT (3361827.10280836 8400281.311797459)
183306.0	POINT (3391704.687521067 8389059.274618456)
165958.0	POINT (3376808.848324571 8391813.979414113)
100385.0	POINT (3380598.163791173 8402031.428427873)
167816.0	POINT (3371565.657940009 8391506.579810314)
130278.0	POINT (3376058.554956623 8397344.90955746)
139072.0	POINT (3363600.680736027 8395993.672237551)
109799.0	POINT (3366519.587790547 8400595.099782465)
199646.0	POINT (3369537.425790106 8386515.968405058)
145134.0	POINT (3396547.609106515 8395083.355348108)
152036.0	POINT (3386029.441746977 8393933.752663091)
302193.0	POINT (3368497.735141944 8370381.387366925)
325270.0	POINT (3383057.580923506 8366810.287000011)
211176.0	POINT (3375961.603260999 8384684.313790713)
64745.0	POINT (3383789.52838296 8407694.703428129)
252578.0	POINT (3375611.050603634 8378189.038810952)
208542.0	POINT (3367341.517254571 8385102.148690827)
334100.0	POINT (3374206.198629824 8365402.475971047)
233034.0	POINT (3395904.059987158 8381233.047484081)
55739.0	POINT (3374994.789787652 8409034.650521202)
342418.0	POINT (3377972.812712668 8364109.03443995)
294113.0	POINT (3388602.427391171 8371641.905016574)
144222.0	POINT (3369059.839704703 8395182.92507139)
192746.0	POINT (3380188.508065054 8387600.711616919)
346669.0	POINT (3357079.770111935 8363362.51319485)
66584.0	POINT (3376627.593810839 8407373.825963145)
343705.0	POINT (3379208.288775049 8363911.548495602)
162758.0	POINT (3375301.582419229 8392285.481682301)
239310.0	POINT (3386488.653682132 8380290.614899252)
83051.0	POINT (3367146.642244544 8404757.655277243)
339406.0	POINT (3395244.469194844 8364595.880626199)
62892.0	POINT (3389628.400884323 8407977.91420663)
309749.0	POINT (3359691.250225288 8369133.018630935)
350082.0	POINT (3379912.608306493 8362819.155850875)
165254.0	POINT (3370162.224454809 8391842.907833774)
309461.0	POINT (3394619.148475125 8369275.622560046)
221390.0	POINT (3378103.494002496 8383027.763149076)
79960.0	POINT (3376559.439665983 8405315.834509708)
176829.0	POINT (3381053.460508517 8390106.148334989)
201497.0	POINT (3363485.744641957 8386139.833186085)
316131.0	POINT (3360936.324777366 8368182.435585943)
294101.0	POINT (3387437.176895599 8371663.214071367)
180785.0	POINT (3394393.620930864 8389459.455125364)
172292.0	POINT (3373265.536642948 8390752.393046167)
156512.0	POINT (3387760.226057881 8393296.711154152)
329579.0	POINT (3368037.028297347 8366058.586673326)
293355.0	POINT (3376495.846269533 8371755.968296845)
330153.0	POINT (3361735.988896077 8365982.50356169)
297400.0	POINT (3398778.863561864 8371119.583803802)
258966.0	POINT (3377426.671498472 8377134.667272938)
161541.0	POINT (3381053.166881097 8392463.565175243)
155196.0	POINT (3383480.804269163 8393467.817357007)
288882.0	POINT (3375093.414971446 8372477.259430238)
308617.0	POINT (3373897.553987011 8369327.262520753)
94674.0	POINT (3382783.755848559 8402958.562837258)
120599.0	POINT (3363619.715055383 8398827.352671441)
111737.0	POINT (3369187.840287609 8400224.588034194)
190331.0	POINT (3393561.224607191 8387935.912627495)
353227.0	POINT (3375944.066467093 8362401.986971151)
162039.0	POINT (3367073.899643861 8392396.308133224)
167369.0	POINT (3390479.021856167 8391615.926101869)
181248.0	POINT (3376993.965112561 8389374.290953159)
236229.0	POINT (3396924.389404015 8380808.414895852)
252507.0	POINT (3368527.791404458 8378173.499609265)
288180.0	POINT (3368641.941616319 8372584.832328556)
145652.0	POINT (3384626.799465058 8395005.622516418)
104711.0	POINT (3367343.352022418 8401338.83809243)
132702.0	POINT (3363584.092818329 8396991.037072819)
159480.0	POINT (3366043.106974105 8392787.598053053)
350240.0	POINT (3395754.054201459 8362879.118928767)
161392.0	POINT (3366169.740943282 8392497.426844984)
118214.0	POINT (3379883.704167312 8399317.002850279)
253212.0	POINT (3375368.374113705 8378040.307795537)
241308.0	POINT (3395240.016415212 8379954.061285716)
95791.0	POINT (3367159.034775537 8402763.473685762)
217020.0	POINT (3387037.996333564 8383771.951622198)
196602.0	POINT (3383644.978254185 8386925.034262841)
74319.0	POINT (3385691.030494965 8406119.260724066)
244881.0	POINT (3370339.376489082 8379342.771159203)
277541.0	POINT (3387574.130148177 8374293.390863037)
208603.0	POINT (3373448.112897521 8385100.570402568)
127827.0	POINT (3385748.916630178 8397756.669382937)
130208.0	POINT (3369005.352019962 8397322.65292534)
156378.0	POINT (3374358.70633221 8393264.167613488)
122702.0	POINT (3382858.764023518 8398559.005190438)
351834.0	POINT (3364032.688102328 8362519.724351966)
138028.0	POINT (3386623.55386934 8396145.039157277)
330388.0	POINT (3385268.472839863 8366014.727422874)
297037.0	POINT (3362480.549310248 8371169.032718773)
102140.0	POINT (3365008.982300483 8401755.27527705)
81979.0	POINT (3387295.144357297 8404947.257677991)
104219.0	POINT (3381822.551675298 8401423.089919282)
338604.0	POINT (3378689.257652855 8364705.833037705)
121361.0	POINT (3376161.434270416 8398752.571228417)
316139.0	POINT (3361717.224582147 8368191.494707518)
81819.0	POINT (3371321.910623369 8404958.397513166)
193919.0	POINT (3370117.489392731 8387360.394532707)
284514.0	POINT (3384227.179191033 8373120.556569754)
103560.0	POINT (3379656.746546081 8401519.701462749)
183025.0	POINT (3363624.567305007 8389105.979390332)
323801.0	POINT (3363560.994023989 8366948.615688143)
306932.0	POINT (3396521.111839441 8369635.033474082)
182035.0	POINT (3392023.232140155 8389312.887618043)
231057.0	POINT (3389328.647551879 8381533.519664044)
78036.0	POINT (3375232.564334937 8405597.852302486)
262243.0	POINT (3386628.056742743 8376640.289983644)
159042.0	POINT (3385934.820179802 8392899.36947668)
309211.0	POINT (3369610.064229141 8369311.625645987)
250216.0	POINT (3394219.216684639 8378606.389623879)
254036.0	POINT (3394038.017207264 8377971.960063053)
267323.0	POINT (3384975.246169164 8375885.154786288)
162245.0	POINT (3387721.370078675 8392395.089420561)
101668.0	POINT (3381474.248183716 8401911.166911863)
105481.0	POINT (3380615.9749097 8401251.990524279)
292034.0	POINT (3371802.80136144 8371982.932584368)
309202.0	POINT (3368686.112455557 8369306.698480928)
233590.0	POINT (3387819.459158932 8381215.367675357)
220725.0	POINT (3375328.208572009 8383140.165467842)
295992.0	POINT (3385437.222055956 8371401.525816435)
104092.0	POINT (3369101.160943089 8401443.990668487)
328479.0	POINT (3385390.308404653 8366218.173139378)
292206.0	POINT (3389012.804100236 8371978.18823994)
96637.0	POINT (3388027.537551123 8402683.859109636)
242327.0	POINT (3369699.840927173 8379789.418991213)
198460.0	POINT (3378281.605187765 8386709.452881109)
118746.0	POINT (3369432.366161634 8399125.123799717)
282646.0	POINT (3388475.273047903 8373444.018901641)
81197.0	POINT (3372783.873080445 8405051.460087389)
236220.0	POINT (3396058.948196186 8380756.428386004)
207547.0	POINT (3395208.586258675 8385285.322303503)
314854.0	POINT (3360665.139922442 8368396.535840939)
163581.0	POINT (3393894.163771521 8392203.189018404)
153358.0	POINT (3390818.234441533 8393726.836621603)
171175.0	POINT (3388962.247852555 8390958.383011894)
210025.0	POINT (3388239.133639223 8384880.598574798)
157736.0	POINT (3382674.272294467 8393057.298160026)
211197.0	POINT (3378049.876112595 8384654.28119096)
186884.0	POINT (3367332.208941389 8388433.880418054)
266167.0	POINT (3396867.858973221 8376103.929462383)
157045.0	POINT (3377334.276321114 8393164.068765478)
236865.0	POINT (3396809.654631245 8380679.086231015)
354061.0	POINT (3395607.715691668 8362232.793697474)
313921.0	POINT (3394769.491503221 8368591.956517119)
194151.0	POINT (3393351.759552632 8387356.571571762)
182682.0	POINT (3392985.796726649 8389123.435411423)
185852.0	POINT (3391536.212919025 8388630.560920907)
129791.0	POINT (3391038.818832674 8397442.83953777)
234888.0	POINT (3390194.641856721 8380957.038637943)
108114.0	POINT (3389121.897201214 8400851.16886586)
98544.0	POINT (3387575.06278287 8402406.835156959)
225922.0	POINT (3385399.373429087 8382363.61062477)
286432.0	POINT (3384930.762900643 8372837.942569721)
67934.0	POINT (3384213.520289514 8407189.689771356)
59663.0	POINT (3385181.176095183 8408498.41236282)
288327.0	POINT (3383361.220419373 8372550.838689207)
187682.0	POINT (3383456.506241081 8388368.06877063)
267266.0	POINT (3379309.113832354 8375848.198785102)
134130.0	POINT (3379041.717814223 8396787.684797326)
221436.0	POINT (3382689.857023179 8383029.98449539)
115578.0	POINT (3371152.50684867 8399660.091263542)
297092.0	POINT (3368023.514111165 8371170.873472876)
223197.0	POINT (3367720.725096207 8382734.551311879)
86872.0	POINT (3367036.76401833 8404159.296657931)
83687.0	POINT (3366978.19733141 8404703.610794678)
100905.0	POINT (3368956.371444013 8402009.157628588)
325675.0	POINT (3359850.437097122 8366661.29548216)
311004.0	POINT (3357803.093550249 8368955.337283441)
193531.0	POINT (3394995.696849599 8387438.374478258)
266769.0	POINT (3393359.323355808 8376009.505524371)
214522.0	POINT (3392066.161922917 8384207.898809067)
303058.0	POINT (3391278.396176848 8370259.322462651)
329167.0	POINT (3390540.293050116 8366131.836214449)
291570.0	POINT (3389078.404676161 8372076.358419708)
292838.0	POINT (3388565.830741219 8371904.918560286)
123979.0	POINT (3383161.851664142 8398339.84971199)
121429.0	POINT (3382936.198150745 8398725.025573233)
241685.0	POINT (3369184.576400138 8379834.159588022)
322669.0	POINT (3377707.195190382 8367217.442900209)
245589.0	POINT (3377473.425684606 8379290.185640384)
65954.0	POINT (3377320.997019058 8407496.776577083)
101610.0	POINT (3375694.540221729 8401830.993658932)
78654.0	POINT (3373369.603513069 8405515.224511836)
317522.0	POINT (3372628.801445283 8368000.135064422)
321938.0	POINT (3368279.212755127 8367240.539869764)
100885.0	POINT (3366948.724427556 8401965.952470046)
344203.0	POINT (3365338.487993231 8363802.666827968)
108494.0	POINT (3363453.153612373 8400789.061965449)
183856.0	POINT (3383014.909936295 8388963.367891317)
124936.0	POINT (3351425.986379446 8398216.744757719)
265460.0	POINT (3389861.058620082 8376151.462958462)
68612.0	POINT (3388276.1718602 8407107.165774653)
265441.0	POINT (3387929.910357698 8376202.084791542)
232950.0	POINT (3387485.268574283 8381289.352882918)
58307.0	POINT (3377044.845645051 8408702.336702799)
307357.0	POINT (3375304.768828334 8369518.844072409)
302890.0	POINT (3374508.827110943 8370263.644153945)
92040.0	POINT (3374179.481952033 8403341.069856104)
321988.0	POINT (3373326.774652556 8367244.237150697)
215615.0	POINT (3373932.352682472 8383956.34426247)
130844.0	POINT (3368923.177886553 8397282.992997708)
293270.0	POINT (3368045.444050851 8371799.440245362)
61369.0	POINT (3364695.061336446 8408162.913789561)
186229.0	POINT (3365559.27164626 8388614.343828484)
121122.0	POINT (3352177.184596742 8398776.152213993)
163946.0	POINT (3366750.209492819 8392020.11560373)
235595.0	POINT (3397267.33676943 8380841.35323115)
303650.0	POINT (3386820.396785326 8370172.781997959)
330384.0	POINT (3384821.510712982 8365992.292486536)
97873.0	POINT (3384268.904886525 8402494.167202968)
196600.0	POINT (3383403.842704307 8386931.107081666)
64091.0	POINT (3382173.334585898 8407734.970008159)
322041.0	POINT (3378643.18293863 8367283.846472552)
234739.0	POINT (3375311.601173401 8380973.304467502)
238516.0	POINT (3370781.919209914 8380374.558585705)
104672.0	POINT (3363391.673237971 8401384.871393174)
116779.0	POINT (3363853.891656537 8399487.054808896)
115482.0	POINT (3361544.719746996 8399651.061127378)
352377.0	POINT (3354629.998256881 8362498.923872927)
312647.0	POINT (3394699.741404222 8368775.791548315)
171854.0	POINT (3393074.321102673 8390834.172843313)
172442.0	POINT (3388230.547566898 8390812.212878475)
103641.0	POINT (3387712.147169808 8401597.605380341)
66678.0	POINT (3386069.513657848 8407412.528283011)
148102.0	POINT (3374839.312548794 8394552.117656246)
134705.0	POINT (3372818.044579632 8396643.85794967)
172264.0	POINT (3370431.0458077 8390760.124459356)
270997.0	POINT (3370235.966726784 8375271.606272249)
104662.0	POINT (3362419.06736624 8401324.303612897)
351782.0	POINT (3358790.67554477 8362562.056498422)
211897.0	POINT (3384363.771545822 8384567.854377795)
169211.0	POINT (3383660.562982896 8391298.030376917)
237965.0	POINT (3379393.68690079 8380491.422479466)
237956.0	POINT (3378569.218539744 8380451.547645451)
178657.0	POINT (3372743.265912177 8389809.43892345)
221316.0	POINT (3370730.539287057 8383086.221099222)
83052.0	POINT (3367177.694794236 8404817.371696522)
321771.0	POINT (3351634.085154236 8367295.393256799)
351325.0	POINT (3376783.414949002 8362654.856612722)
135300.0	POINT (3368578.842522936 8396526.332621783)
114884.0	POINT (3365404.661241143 8399737.889818355)
318692.0	POINT (3362252.957980551 8367764.418253519)
165430.0	POINT (3387677.30416919 8391901.983466825)
182602.0	POINT (3385038.698278917 8389123.435411423)
185790.0	POINT (3385285.382270514 8388701.820600003)
192775.0	POINT (3383095.059969666 8387518.471259089)
85097.0	POINT (3380627.106858779 8404459.349431939)
190195.0	POINT (3379893.511414452 8387920.790936315)
354542.0	POINT (3379983.680201994 8362178.838699312)
344974.0	POINT (3378681.049543598 8363669.845842222)
324514.0	POINT (3371109.084376973 8366910.500931764)
179838.0	POINT (3363471.660132628 8389576.978936028)
185876.0	POINT (3393921.99364422 8388652.135444803)
252668.0	POINT (3384608.142886131 8378214.406872275)
231623.0	POINT (3382249.470460695 8381505.656203824)
144247.0	POINT (3371494.455834099 8395188.554312989)
326324.0	POINT (3360993.68826757 8366579.288373692)
200513.0	POINT (3392563.895856542 8386402.760340297)
336084.0	POINT (3381486.148882935 8365099.179414745)
124578.0	POINT (3379352.765855975 8398222.408616621)
294632.0	POINT (3376827.772638005 8371574.519808592)
260810.0	POINT (3370690.729110572 8376910.494027317)
334693.0	POINT (3369814.644718029 8365276.162633803)
303475.0	POINT (3369300.01664905 8370206.924158495)
202848.0	POINT (3371220.721206238 8385972.945556069)
200450.0	POINT (3386236.332260013 8386404.658038933)
250660.0	POINT (3374929.391123021 8378440.581819518)
249385.0	POINT (3374785.567765806 8378692.628613508)
299064.0	POINT (3374147.271445864 8370893.257592761)
112417.0	POINT (3373533.828905432 8400178.728195393)
272913.0	POINT (3370758.291837237 8375009.319315108)
125694.0	POINT (3363501.716395142 8398039.350264467)
97859.0	POINT (3382780.083696856 8402486.373239793)
95289.0	POINT (3380656.886993296 8402875.393456949)
172301.0	POINT (3374152.682074056 8390773.654841088)
130254.0	POINT (3373599.062906273 8397385.455749888)
81821.0	POINT (3371563.310011573 8404922.114886865)
195164.0	POINT (3367259.985968957 8387132.471733157)
124340.0	POINT (3355547.938777962 8398284.200741177)
226477.0	POINT (3377220.730440505 8382239.227507977)
357071.0	POINT (3378134.663459918 8361775.706199327)
240455.0	POINT (3373626.437883004 8380099.439314455)
289518.0	POINT (3375025.105290997 8372382.892792771)
146768.0	POINT (3368800.414084189 8394766.201057171)
128283.0	POINT (3367622.352062193 8397692.09946904)
73665.0	POINT (3383977.082244036 8406276.009330489)
227722.0	POINT (3374288.928959935 8382058.469996986)
72314.0	POINT (3376353.469152879 8406470.51325972)
195816.0	POINT (3368714.617981905 8387108.709752947)
214260.0	POINT (3365852.39414418 8384206.140132429)
292067.0	POINT (3375113.452479789 8371973.752203031)
146892.0	POINT (3381238.027500676 8394793.325578956)
92787.0	POINT (3385209.382929073 8403217.503521757)
215655.0	POINT (3377892.276077838 8383996.026650634)
100880.0	POINT (3366415.122519101 8401931.684790593)
226636.0	POINT (3393092.616883999 8382304.31233345)
256565.0	POINT (3392133.218190427 8377523.347476739)
182436.0	POINT (3368403.360347817 8389214.480611522)
322629.0	POINT (3373711.940090701 8367191.039042434)
312915.0	POINT (3357855.692009649 8368659.758081782)
193924.0	POINT (3370619.039358501 8387375.330771237)
156952.0	POINT (3368061.177201839 8393151.463814357)
156944.0	POINT (3367273.220743218 8393132.927179037)
142314.0	POINT (3369300.890796483 8395452.681692867)
248336.0	POINT (3397323.611488221 8378911.621179573)
111058.0	POINT (3365059.07607134 8400374.66483343)
181109.0	POINT (3363162.191948223 8389412.455019036)
221384.0	POINT (3377539.104184174 8383063.304770468)
198435.0	POINT (3375817.467641481 8386637.302246038)
155646.0	POINT (3364797.475267975 8393357.594432076)
142494.0	POINT (3387309.978213778 8395422.027135978)
253792.0	POINT (3369592.128187882 8377996.621404719)
175521.0	POINT (3377665.788191461 8390265.372061547)
104867.0	POINT (3382936.638230088 8401348.48805617)
107853.0	POINT (3363000.778686572 8400851.16886586)
219617.0	POINT (3391878.156661307 8383381.076695663)
200986.0	POINT (3376139.80064095 8386307.057412355)
211102.0	POINT (3368558.829905631 8384655.664772966)
118108.0	POINT (3369340.920461609 8399291.646074748)
341838.0	POINT (3383668.369829917 8364166.465542517)
147373.0	POINT (3365585.654810857 8394665.578868762)
253791.0	POINT (3369553.059499393 8377984.217003127)
78138.0	POINT (3385383.170843806 8405519.621207194)
243627.0	POINT (3372340.060950063 8379616.66488423)
226443.0	POINT (3373825.485971311 8382263.659740261)
63397.0	POINT (3376459.089163667 8407832.376295883)
206658.0	POINT (3370044.582773911 8385361.909978297)
272966.0	POINT (3376041.604716247 8374930.621416619)
239976.0	POINT (3389408.047058112 8380161.872799638)
158918.0	POINT (3373503.347057372 8392830.997594429)
253261.0	POINT (3380207.67975266 8378037.841305627)
197686.0	POINT (3364576.889262702 8386808.198261227)
71579.0	POINT (3366482.919150281 8406562.620623611)
319329.0	POINT (3362215.259590466 8367628.36878212)
156356.0	POINT (3372103.8712695 8393273.946787758)
61385.0	POINT (3366316.90525445 8408165.005827088)
107229.0	POINT (3364345.004362509 8400978.532148074)
213699.0	POINT (3373412.188216542 8384300.991963985)
234837.0	POINT (3385158.923328974 8380926.669349904)
208571.0	POINT (3370197.038300853 8385018.202404758)
100847.0	POINT (3363079.140372324 8401927.369609162)
257191.0	POINT (3391031.026468319 8377436.53508589)
162153.0	POINT (3378476.732670397 8392352.219483597)
218877.0	POINT (3381603.378793036 8383458.716868388)
256517.0	POINT (3387331.892769111 8377526.017295574)
307380.0	POINT (3377595.66512764 8369593.392270332)
335509.0	POINT (3387717.046340598 8365196.795574804)
293318.0	POINT (3372866.732385319 8371756.937497699)
110544.0	POINT (3377310.707880975 8400502.522868766)
296650.0	POINT (3387483.964243809 8371291.37096825)
176145.0	POINT (3376320.155759987 8390157.288568078)
320042.0	POINT (3369860.156756755 8367544.765768225)
144400.0	POINT (3386788.696333933 8395127.997059679)
328470.0	POINT (3384539.738751094 8366227.513112757)
303049.0	POINT (3390444.083977947 8370264.370652481)
153091.0	POINT (3364134.345061321 8393718.633488528)
136121.0	POINT (3387043.793396235 8396428.918342536)
355797.0	POINT (3378142.656199357 8361996.075186332)
273707.0	POINT (3386447.301719567 8374817.832686486)
119948.0	POINT (3362262.548811468 8398936.451837946)
181746.0	POINT (3363152.807514774 8389262.436442651)
156410.0	POINT (3377534.912125921 8393244.327891493)
263401.0	POINT (3375006.374261595 8376516.209802175)
246777.0	POINT (3368811.466862847 8379104.599794422)
272262.0	POINT (3369311.366160942 8375059.814238251)
261446.0	POINT (3370614.976197086 8376737.419188331)
190217.0	POINT (3382081.720982684 8387969.575757583)
201673.0	POINT (3381116.91261827 8386118.303306149)
67319.0	POINT (3386409.041210582 8407309.279780431)
247442.0	POINT (3371620.597058681 8379012.708688901)
246792.0	POINT (3370284.412969176 8379112.57018755)
179845.0	POINT (3364148.877542544 8389589.682469562)
327834.0	POINT (3384666.168716172 8366378.232965724)
309908.0	POINT (3375586.56031566 8369212.836951086)
162749.0	POINT (3374464.459848464 8392220.981948929)
271696.0	POINT (3376468.210682742 8375135.105134247)
287603.0	POINT (3374654.191619717 8372637.382798634)
173490.0	POINT (3365620.527055105 8390534.914589651)
278718.0	POINT (3377878.628631094 8374045.671872891)
319210.0	POINT (3350314.787251873 8367632.195957313)
123761.0	POINT (3361346.982723993 8398415.770566998)
243570.0	POINT (3366590.62354061 8379585.430290514)
349604.0	POINT (3395801.734565755 8363006.946384034)
319646.0	POINT (3393971.159222031 8367710.181620873)
305553.0	POINT (3386055.045229859 8369858.066754801)
278698.0	POINT (3375964.857341222 8374060.961432043)
244884.0	POINT (3370616.14505174 8379403.417725327)
350781.0	POINT (3386166.689773565 8362752.831069365)
226555.0	POINT (3384993.686955259 8382257.53488297)
251186.0	POINT (3363800.052630468 8378335.552894334)
240421.0	POINT (3370251.017121939 8380116.153718165)
280667.0	POINT (3381763.923762658 8373805.70755597)
153857.0	POINT (3377054.792041554 8393714.893340196)
241074.0	POINT (3371802.313414716 8379975.882782917)
201574.0	POINT (3371226.175861287 8386187.194236517)
172200.0	POINT (3363994.861739356 8390782.117468547)
214957.0	POINT (3371861.851430984 8384055.16388768)
79276.0	POINT (3371862.150012122 8405413.938814251)
291431.0	POINT (3375224.338459088 8372071.826459744)
337810.0	POINT (3363033.061338902 8364784.22604175)
263282.0	POINT (3363131.0224908 8376508.774867363)
159752.0	POINT (3393262.580361966 8392759.577234117)
173684.0	POINT (3385051.919583519 8390525.857786916)
211214.0	POINT (3379756.288701915 8384653.09048678)
323225.0	POINT (3369576.178386901 8367045.310619665)
339685.0	POINT (3359400.806541859 8364425.620509084)
200417.0	POINT (3382890.281421141 8386336.630033894)
127644.0	POINT (3367459.556334919 8397792.331070423)
92743.0	POINT (3380796.37927648 8403241.234905625)
300282.0	POINT (3368510.582624564 8370628.736535632)
128844.0	POINT (3360055.398543571 8397556.484460749)
269357.0	POINT (3397301.049910611 8375520.491952113)
334039.0	POINT (3368157.097500117 8365320.482856692)
84349.0	POINT (3369526.991814234 8404532.3587224)
190076.0	POINT (3368020.174526441 8388005.25863087)
169697.0	POINT (3368486.603192865 8391122.349080225)
204056.0	POINT (3364671.684243379 8385736.081455931)
271325.0	POINT (3403023.17137606 8375304.796235193)
197363.0	POINT (3395995.875757699 8386829.960362588)
323932.0	POINT (3376617.363249073 8366952.48896865)
287745.0	POINT (3388797.857985644 8372631.525930621)
266142.0	POINT (3394331.426731357 8376098.200554492)
235548.0	POINT (3392520.948796994 8380909.880779793)
298576.0	POINT (3389016.14368496 8371013.413035786)
290288.0	POINT (3388346.000350385 8372253.227740151)
96631.0	POINT (3387378.633975391 8402683.992746478)
200280.0	POINT (3369252.840673367 8386346.184650515)
125905.0	POINT (3384638.778444143 8398091.49287308)
127128.0	POINT (3379498.388292008 8397880.711378288)
206107.0	POINT (3378589.187174718 8385497.887447709)
135970.0	POINT (3371911.903924574 8396454.696724644)
102814.0	POINT (3368767.34611738 8401621.348447036)
205345.0	POINT (3366104.837338689 8385589.760912169)
72847.0	POINT (3365964.103531489 8406388.892383356)
72189.0	POINT (3363871.230312881 8406419.666674102)
152700.0	POINT (3388717.807449635 8393840.318537425)
204680.0	POINT (3363339.122779535 8385693.782670987)
193551.0	POINT (3397068.87196186 8387441.171093945)
247048.0	POINT (3395890.122241445 8379105.909691312)
338134.0	POINT (3395381.39216852 8364719.966477143)
178846.0	POINT (3391576.469709307 8389794.645276718)
232973.0	POINT (3389825.207677134 8381222.200191304)
152057.0	POINT (3388104.719940453 8393965.70233383)
71157.0	POINT (3387986.754876435 8406642.676849993)
159041.0	POINT (3385851.432174139 8392848.1317553)
163497.0	POINT (3385551.575002874 8392176.688752171)
335183.0	POINT (3355138.530181113 8365186.290903324)
302950.0	POINT (3380500.202639275 8370228.378770158)
301024.0	POINT (3379002.287548897 8370580.746830803)
110561.0	POINT (3379038.577725159 8400428.103003083)
94633.0	POINT (3378738.571697471 8402932.83246574)
192004.0	POINT (3369766.732809191 8387702.957666009)
331443.0	POINT (3363287.982972819 8365763.699732367)
146409.0	POINT (3396667.132287181 8394899.30802639)
177504.0	POINT (3384789.453939031 8389956.087152082)
139909.0	POINT (3383583.330633379 8395901.207726929)
156470.0	POINT (3383536.998348115 8393237.474454362)
352616.0	POINT (3378484.174434016 8362491.477470743)
62123.0	POINT (3376473.776657282 8408024.720890721)
281877.0	POINT (3375319.393537756 8373599.738496024)
241747.0	POINT (3375463.946382727 8379910.843759616)
134096.0	POINT (3375605.484629095 8396730.651196357)
274242.0	POINT (3376206.221596994 8374756.718840899)
286328.0	POINT (3374546.836271651 8372880.97728348)
246776.0	POINT (3368701.658041552 8379084.368392231)
297733.0	POINT (3368458.328042204 8371053.775813283)
326389.0	POINT (3367496.215947175 8366574.899910879)
324469.0	POINT (3366653.688815131 8366853.98252893)
202124.0	POINT (3362550.958888175 8386068.635567172)
139075.0	POINT (3363899.660197635 8396008.215383168)
111669.0	POINT (3362438.599038816 8400259.813892351)
271872.0	POINT (3394023.294380842 8375170.608722794)
191595.0	POINT (3392500.755441364 8387745.812518942)
179418.0	POINT (3385075.433710879 8389637.008847494)
198493.0	POINT (3381588.463283708 8386679.700923196)
340477.0	POINT (3374952.090892646 8364386.445240382)
197109.0	POINT (3370666.238822597 8386885.028993777)
305444.0	POINT (3375123.991530127 8369821.295032645)
171017.0	POINT (3373127.839709381 8390944.051057436)
225148.0	POINT (3371708.189256422 8382472.447573844)
202180.0	POINT (3368094.882272359 8386082.993864986)
81855.0	POINT (3374910.924978346 8405001.897505553)
278107.0	POINT (3380506.401597368 8374141.042453665)
93332.0	POINT (3376038.517448281 8403158.4188096)
81221.0	POINT (3375203.621267331 8405056.428789467)
149999.0	POINT (3373426.421849462 8394316.834934851)
209208.0	POINT (3370244.089665498 8385015.203311563)
188779.0	POINT (3365755.936083705 8388214.209193288)
110387.0	POINT (3361603.719077117 8400470.40849572)
111584.0	POINT (3353971.176114519 8400247.306539014)
256584.0	POINT (3394029.973550289 8377518.663026783)
216998.0	POINT (3384830.468169392 8383781.065486639)
157118.0	POINT (3384575.609197217 8393157.395557299)
155166.0	POINT (3380545.8436305 8393484.389866749)
187644.0	POINT (3379666.419653234 8388352.030892277)
327700.0	POINT (3371200.897164152 8366334.789702177)
58240.0	POINT (3370349.83145981 8408620.113860363)
111030.0	POINT (3362254.672434293 8400364.914791754)
